,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
4901,1002223,Menifee Valley CFM,,,,,,26582 Scott Rd.,Menifee Valley,Riverside,California,92584,,,,,,,,,-117.195,33.6414,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4902,1007232,Menifee Valley Farmers Market,,,,,,Mt. San Jacinto College,Menifee,Riverside,California,92584,,,,,,,,,-117.167,33.6745,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4903,1002905,Menlo Park Farmers' Market,http://www.localharvest.org,,,,,Chestnut & Menlo Avenues,Menlo Park,San Mateo,California,94025,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.1841,37.450821999999995,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,7/21/2016 2:57:44 AM
4916,2000019,Merced County’s mobile farmers market ,http://www.modbee.com/2013/11/18/3039692/mobile-grocerys-debut-a-big-success.html,,,,,,,,California,,,,,,,,,,,,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
4970,1003095,Middletown Farmers Market,,,,,,"Hardester's Market Shopping Center, Off of Hwy. 29",Kelseyville,Lake,California,95451,,,,,,,,,-122.56,38.7911,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4981,1003835,Midtown Ventura Certified Farmers' Market,http://www.vccfarmersmarkets.com,https://www.facebook.com/vccfm,,,,3301 N. Main Street,Ventura,Ventura,California,93001,01/01/2013 to 12/31/2013,Wed: 9:00 AM-1:00 PM;,,,,,,,-119.05068200000001,34.23639,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,4/4/2014 11:04:09 AM
5001,1003182,Millbrae Farmers Market,http://www.millbrae.com,,,,,200 Broadway,Millbrae,San Mateo,California,94030,January to December,Sat:8:00 am - 1:00 pm;,,,,,,,-122.391,37.6002,Private business parking lot,N,Y,N,Y,N,-,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/4/2011 4:53:08 PM
5017,1011440,Milpitas Farmers' Market,http://www.pcfma.org,www.facebook.com/MilpitasFarmersMarket,www.twitter.com/PacCoastFarmers,,,525 Los Coches St.,Milpitas,Santa Clara,California,,01/01/2015 to 12/31/2015,Sun: 8:00 AM-1:00 PM;,,,,,,,-121.895351,37.431827,,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,7/20/2015 1:16:14 PM
5043,1006222,Mint Plaza FM,,,,,,Mint St. And Jessie St.,San Francisco,San Francisco,California,,,,,,,,,,-122.40799999999999,37.7826,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
5044,1000364,Miranda Farmers Market,,,,,,6743 Ave.,Miranda,HUMBOLDT,California,,,,,,,,,,-123.824,40.236999999999995,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
5045,1011483,Mission Bay Certified Farmers' Market @ UCSF,http://pcfma.org,facebook.com/MissionBayFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma,550 Gene Friend Way,San Francisco ,San Francisco,California,94158,01/01/2015 to 12/31/2015,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.39047,37.768709,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,7/21/2015 7:50:34 PM
5046,1003490,Mission Community Market,http://www.missioncommunitymarket.org,,,,,"Bartlett Street, between 21st and 22nd Streets",San Francisco,San Francisco,California,94110,April to December,Thu:4:00 PM - 8:00 PM;,,,,,,,-122.41494170000001,37.755668299999996,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/5/2012 3:48:41 PM
5057,1010037,MLK Campus Farmers' Market,http://www.seela.org/,https://www.facebook.com/MLKCampusFarmersMarket/,,,instagram- mlkcampusfm,1670 E 120th St,Los Angeles,Los Angeles,California,90059,01/01/2018 to 12/31/2018,Wed: 9:00 AM-2:00 PM;,,,,,,,-118.243583,33.923533,,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/30/2018 1:25:34 PM
5063,1018368,Modesto Certified Farmers' Market,http://Modestocfm.com,Modesto  Certified Farmers' Market,,,,"16th and ""I""",Modesto ,Stanislaus,California,95354,03/23/2017 to 12/15/2017,Thu: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-120.987802,37.610356,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,6/23/2017 11:48:16 AM
5091,1002882,Monrovia Farmers Market,http://www.farmernet.com,,,,,Olive & Myrtle Ave.,Los Angeles,Los Angeles,California,90018,,,,,,,,,-118.001,34.1448,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5095,1006830,Montclair Farmers Market,,,,,,9840 Central Ave.,Montclair,San Bernardino,California,91763,,,,,,,,,-117.69,34.0751,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5096,1007355,Montclair Farmers' Market,http://www.urbanvillageonline.com,,,,,La Salle Ave. at Moraga Ave.,Oakland,Alameda,California,94611,January to December,sun:9:00 AM - 1:00 PM;,,,,,,,-122.21053490000001,37.826231400000005,Closed-off public street,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/1/2012 6:10:21 PM
5097,1010452,Montclair's Community Certified Farmers Market ,http://Heritagefarmersmarket.blogspot.com,Facebook.com/heritagefarmersmarket ,Twitter.com/heritagefarmersmarket ,,Instagram: heritagefarmers,5201 Benito st.,Montclair ,San Bernardino,California,91763,01/01/2014 to 12/31/2014,Wed: 4:00 PM-8:00 PM;,,,,,,,-117.6916381,34.074042799999994,Local government building grounds,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/6/2014 4:03:52 PM
5099,1005736,Montecito Coast Village Farmers Market,http://www.sbfarmersmarket.org,,,,,1200 Coast Village Rd.,Montecito,San Bernardino,California,93108,,,,,,,,,-119.645,34.4211,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5103,1002537,Monterey Farmers Market at Monterey Peninsula College,http://www.montereybayfarmers.org,https://www.facebook.com/pages/Monterey-Bay-Certified-Farmers-Markets/112446802152723,https://twitter.com/MBFarmersMarket,,www.edibleparadise.com,930 Fremont Street,Monterey,Monterey,California,93940,01/01/2014 to 12/31/2014,Fri: 10:00 AM-2:00 PM;,,,,,,,-121.92703940000001,36.9872756,Educational institution,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/31/2014 5:45:35 PM
5128,1002376,Montrose Harvest Market Farmers Market,http://www.farmernet.com,,,,,Honolulu & Ocean Avenue,Santa Barbara,Los Angeles,California,93101,,,,,,,,,-119.713,34.4222,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5140,1002743,Moraga Certified Farmers Market,http://www.cafarmersmkts.com/markets/category/moraga,https://www.facebook.com/MHFarmersMkt,https://twitter.com/,,http://www.pinterest.com/cafarmersmkts/,Moraga Road and Moraga Way,Moraga,Contra Costa,California,94556,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.12779599999999,37.834983,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,7/20/2016 5:41:54 PM
5145,1005814,Moreno Valley Farmers Market,,,,,,Moreno Valley Mall,Hesperia,Riverside,California,92345,,,,,,,,,-117.272,33.9363,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5152,1002744,Morgan Hill Certified Farmers Market,http://www.cafarmersmkts.com/markets/category/morgan-hill,https://www.facebook.com/MHFarmersMkt,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,"Downtown Train Station, 3rd St. & Depot St.",Morgan Hill,Santa Clara,California,94518,01/01/2016 to 12/31/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-121.652208,37.12978,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,7/20/2016 5:41:32 PM
5174,1007853,Morro Bay Bay Fisherman's Wharf CFM,,,,,,880 Main Street,Morro Bay,,California,93442,,,,,,,,,-120.85,35.3665,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5175,1001891,Morro Bay Thursday CFM,http://www.morrobay.org,,,,,"2650 Main St., Spencers Market",Morro Bay,San Luis Obispo,California,93442,,,,,,,,,-120.859,35.3904,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5192,1000535,Mount Elgon Farmers Market,,,,,,411 Martin Luther King Jr.,Bakersfield,Kern,California,93307,,,,,,,,,-118.985,35.3615,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5212,1006701,Mountain Certified Market,http://www.mountaingrowersassociation.webs.com/,,,,,31292 Alpine Meadows,Shingletown,Shasta,California,96088,June to October,Tue:4:00 PM - 6:00 PM;,,,,,,,-121.883547,40.491021999999994,Healthcare Institution,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/24/2012 11:14:42 PM
5221,1002745,Mountain View Certified Farmers' Market,http://www.cafarmersmkts.com/markets/category/mountain-view,https://www.Facebook.com/MVFarmersMkt,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,600 West Evelyn Avenue,Mountain View,Santa Clara,California,94041,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.07467700000001,37.393578999999995,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,7/20/2016 5:40:24 PM
5245,1005092,Mt. Shasta Farmers' Market,http://www.mtshastafarmersmarket.com,,,,,Castle Street at N. Mt. Shasta Blvd.,Mt. Shasta CA,Siskiyou,California,96067,06/02/2014 to 10/13/2014,Mon: 3:30 PM-6:00 PM;,,,,,,,-122.313401,41.314307,Closed-off public street,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,3/31/2014 8:58:13 PM
5263,1001319,Murrieta Certified Farmers' Market,http://www.myfarmersmarkets.com,https://www.facebook.com/murrietafarmersmarket,,,Facebook,Village Walk Way and Kalmia,Murrieta,Riverside,California,92562,01/01/2013 to 12/31/2013,Sun: 9:00 AM-1:00 PM;,,,,,,,-117.21210500000001,33.566045,Private business parking lot,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,6/3/2014 1:00:08 PM
5278,1003101,Napa Chef's Farmers Market,,,,,,1st St. & Main St.,Napa,Napa,California,94581,,,,,,,,,-122.285,38.2992,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5279,1011535,Napa Downtown Farmers Market,http://www.napafarmersmarket.org,www.facebook.com/NapaFarmersMarket?fref=ts&ref=br_tf,,,@NapaFARMERSMKT -Instagram,195 Gasser Drive,Napa,Napa,California,94559,05/03/2016 to 10/29/2016,Tue: 8:00 AM-12:30 PM;Sat: 8:00 AM-12:30 PM;,,,,,,,-122.27958799999999,38.282916,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,6/28/2016 7:56:16 PM
5293,1001182,National City CFM,,,,,,A Street & 8th St.,National City,San Diego,California,,,,,,,,,,-117.10600000000001,32.6761,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
5296,1004877,Natividad Medical Center Certified Farmers' Market,http://www.everyonesharvest.org,https://www.facebook.com/EveryonesHarvest,,,,1441 Constitution Blvd.,Salinas,Monterey,California,93906,05/18/2016 to 10/26/2016,Wed: 11:00 AM-3:30 PM;,,,,,,,-121.63205500000001,36.696236,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,6/27/2016 3:26:15 PM
5298,1003710,Natomas Certified Farmers' Market,http://www.California-Grown.com,,,,,3637 North Freeway Blvd.,Sacramento,Sacramento,California,95834,June to September,Sat:8:00 AM - 12:00 PM;,,,,,,,-121.4965054,38.639081899999994,Private business parking lot,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5/12/2012 10:12:11 AM
5313,1008453,Neighborhood House Farmers Market,http://www.nhclx.org ,www.facebook.com/nhfarmersmarket,,,,201 3rd Street ,El Centro,Imperial,California,92243,09/14/2013 to 12/14/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-115.548786,32.791762,Private business parking lot,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/25/2013 2:38:28 PM
5326,1011093,Nevada Ccounty Certified Growers Market - Grass Valley - North Star House,http://www.thegrowersmarket.com,www.facebook.com/NevadaCountyGrowersMarket,,,,10275 Auburn Road,Grass Valley ,Nevada,California,95949,04/11/2015 to 11/21/2015,Sat: 8:00 AM-12:30 PM;,,,,,,,-121.0775652,39.2042977,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,4/30/2015 6:30:16 PM
5327,1011095,Nevada Ccounty Certified Growers Market - Penn Valley,http://www.thegrowersmarket.com,www.facebook.com/NevadaCountyGrowersMarket,,,,17645 Penn Valley Dr,Penn Valley,Nevada,California,95946,05/07/2015 to 10/29/2015,Thu: 2:00 PM-5:30 PM;,,,,,,,-121.180434,39.19807,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,4/30/2015 6:46:40 PM
5328,1011094,Nevada Ccounty Certified Growers Market - Rood Center - Nevada City,http://www.thegrowersmarket.com,www.facebook.com/NevadaCountyGrowersMarket,,,,950 Maidu Avenue,Nevada City,Nevada,California,95959,05/05/2015 to 10/27/2015,Tue: 2:00 PM-5:30 PM;,,,,,,,-121.026596,39.269505,,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,4/30/2015 7:12:51 PM
5329,1003891,Nevada City Farmers Market,http://www.ncfarmersmarket.org,,,,,100 Union Street,Nevada City,Nevada,California,95959,June to November,Sat:8:30 AM - 12:30 PM;,,,,,,,-121.01719399999999,39.26248,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,5/8/2012 5:12:30 PM
5330,1002049,Nevada City Farmers Market II,,,,,,Argall Way & Zion,Grass Valley,Nevada,California,95945,,,,,,,,,-121.02600000000001,39.2529,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/11/2013 3:41:08 PM
5393,1012536,Newark Farmers Market,https://www.agriculturalinstitute.org/directory/listing-details/newark-market,https://www.facebook.com/Newark-Farmers-Market-167753743427328/?fref=ts,,,,2086 Newpark Mall,Newark,Alameda,California,,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-121.998246,37.525397,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,7/13/2016 1:50:12 PM
5407,1019240,Newport Beach Certified Farmers' Market by Farmer Mark ,http://www.farmermark.com/newportbeach,https://www.facebook.com/newportbeachFM,,,,1 McFadden Place,Newport Beach ,Orange,California,92663,01/07/2018 to 01/26/2020,Sun: 9:00 AM-2:00 PM;,,,,,,,-117.92864170000001,33.6082794,,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,9/2/2018 11:11:10 AM
5422,1001412,Nipomo Certified Farmers' Market,http://www.nipomofarmersmarket.com,,,,,1645 Trilogy Parkway,Nipomo,San Luis Obispo,California,93444,01/01/2015 to 12/31/2015,Sun: 11:30 AM-2:30 PM;,,,,,,,-120.55231299999998,35.030541,,Y,Y,N,Y,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/19/2015 8:34:14 PM
5430,1009432,Noe Valley Farmers' Market ,http://www.noevalleyfarmersmarket.com/,,,,,"3861 24th Street, between Sanchez and Vicksburg Streets",San Francisco,,California,94114,,,,,,,,,-122.429,37.7514,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
5450,1005621,North Beach Farmers' Market,http://www.urbantable.org,,,,,Powell St. between Union St. and Columbus Ave.,San Francisco,San Francisco,California,94133,January to December,Sat:10:00 AM - 2:00 PM;,,,,,,,-122.410913,37.800527,Closed-off public street,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/19/2012 10:36:58 AM
5454,1001025,North Berkeley Farmers' Market,http://www.ecologycenter.org/fm,,https://twitter.com/ecbfm,,,Shattuck Ave. & Vine Street,Berkeley,Alameda,California,94709,01/01/2016 to 12/31/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.2692423,37.8802352,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,Y,N,6/27/2016 1:51:31 PM
5476,1003200,North Hollywood Valley Farmers Market,,,,,,Bellingham & Victory Blvd.,Sherman Oakes,Los Angeles,California,91423,,,,,,,,,-118.399,34.1864,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5479,1009433,North Long Beach Market,,https://www.facebook.com/GreenerGoodLB,,,,E. Artesia Blvd.,Long Beach,,California,,,,,,,,,,-118.194,33.8743,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
5485,1004704,North Oakland Farmer's Market - Phat Beets Produce,http://www.phatbeetsproduce.org,,,,,942 Stanford Ave.,Oakland,Alameda,California,94608,January to December,Sat:10:00 AM - 3:00 PM;,,,,,,,-122.2767591,37.8438207,Private business parking lot,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/26/2012 1:59:15 PM
5486,1012441,North Park Thursday Certified Farmers' Market,http://sandiegomarkets.com,https://www.facebook.com/NorthParkMarket,@northparkmarket,,,3001 North Park Way,San Diego ,San Diego,California,92104,01/01/2016 to 12/31/2016,Thu: 3:00 PM-7:30 PM;,,,,,,,-117.1300547,32.747343,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,7/11/2016 3:38:26 PM
5499,1018112,"North San Diego (Sikes Adobe) Certified Farmers Market, at the Sikes Adobe Historic Farmstead",http://www.NSDCFM.com,http://www.facebook.com/NSDCFM,http://twitter.com/NSDCFM,,,12655 Sunset Drive,Escondido,San Diego,California,92025,01/01/2017 to 12/31/2017,Sun: 10:30 AM-3:30 PM;,,,,,,,-117.067097,33.067040000000006,,Y,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,6/20/2017 1:12:08 PM
5545,1018728,Northridge Farmers Market and family festival,http://northridgefarmersmarket.org,https://www.facebook.com/northridgefarmersmarket/,,,,9301 tampa ave,northridge,Los Angeles,California,91324,03/14/2018 to 10/31/2018,Wed: 5:00 PM-9:00 PM;,,,,,,,-118.5562362,34.238573200000005,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,7/27/2018 3:02:47 PM
5566,1001858,Norwalk Farmers Market,http://www.farmernet.com,,,,,Alondra & Pioneer,Norwalk,Los Angeles,California,90650,,,,,,,,,-118.08200000000001,33.8877,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5583,1001219,Nummi FM,,,,,,45500 Fremont Blvd.,,ALAMEDA,California,,,,,,,,,,-121.94200000000001,37.4883,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
5595,1006869,Oak Park Farmers Market,http://www.nwsac.org/oakparkfarmersmarket/,https://www.facebook.com/oakparkfarmersmarket,,,,3500 5th Avenue,Sacramento,Sacramento,California,95817,05/03/2014 to 10/25/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-121.4699,38.54865,Other,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,4/3/2014 5:45:22 PM
5601,1000907,Oakdale Certified Farmers Market,,,,,,100 North 3Rd Avenue,OAKDALE,Stanislaus,California,,,,,,,,,,-120.848,37.7663,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
5602,1006443,Oakdale Farmers Market,http://www.modestofarmersmarket.com,,,,,Hershey's Visitor Center,Modesto,Stanislaus,California,95353,,,,,,,,,-120.815,37.7761,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5605,1005653,Oakhurst Wild Wonderful Farmers Market,,,,,,"Hwy. 41, 41 & Hogden Hill",Oakhurst,Madera,California,93644,,,,,,,,,-119.649,37.328,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
5607,1004703,Oakland Community Food Market,,,,,,4173 Macarthur Blvd .,Oakland,Alameda,California,,,,,,,,,,-122.196,37.7887,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
5612,1004838,Oakmont Farmers Market,,,,,,Oakmont Dr. & White Oak St.,Oakmont,SONOMA,California,,,,,,,,,,-122.604,38.441,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
5622,1018306,Occidental Bohemian Farmers Market,http://occidentalfarmersmarket.com/,https://www.facebook.com/occidentalfarmersmarket/,twitter.com/obfm,,,Main St and 2nd St,Occidental,Sonoma,California,95465,06/02/2017 to 10/27/2017,Fri: 4:00 PM-7:00 PM;,,,,,,,-122.9475093,38.4068039,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,6/21/2017 2:20:28 PM
5623,1001839,Ocean Beach Certified Farmers Market,http://www.OceanBeachSanDiego.com,https://www.facebook.com/OBFM,https://twitter.com/OceanBeachCA,,,4900 Newport Avenue,San Diego,San Diego,California,92107,01/01/2018 to 12/31/2018,Wed: 4:00 PM-8:00 PM;,,,,,,,-117.25016000000001,32.746190000000006,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,12/21/2018 9:03:14 PM
